time,load_average_1min,load_average_5min,load_average_15min,total_tasks,running_tasks,sleeping_tasks,cpu_user,cpu_system,cpu_nice,cpu_idle,cpu_wait,cpu_si,memory_total,memory_free,memory_used,memory_buff,vm_total,vm_free,vm_used,memory_available,captured_packets,multilabel
69206,2.74,3.09,3.19,21,1,20,92.3,0,0,0,0,7.7,7957.8,517.1,3376,4064.6,947.2,947.2,0,4264.2,0,normal
63789,3.13,3.23,38.25,21,1,20,83.3,16.7,0,0,0,0,7957.8,712.7,3210.3,4034.7,947.2,947.2,0,4429.6,0,normal
69081,10.04,99.32,68.1,21,1,20,0,0,0,100,0,0,7957.8,1003.9,2621.3,4332.6,947.2,947.2,0,5007.7,0,normal
40817,8.16,7.05,7.3,21,1,20,100,0,0,0,0,0,7957.8,119.9,4199,3638.8,947.2,946.5,0.8,3442.8,0,normal
33550,2.88,3.22,3.26,21,1,20,91.7,8.3,0,0,0,0,7957.8,123.8,3125.2,4708.7,947.2,947,0.3,4516.7,0,normal
75481,2.97,2.98,3.01,21,1,20,100,0,0,0,0,0,7957.8,249.1,3010.6,4698,947.2,947.2,0,4618.8,0,normal
82714,2.7,2.79,2.82,21,1,20,100,0,0,0,0,0,7957.8,902.8,2597.2,4457.7,947.2,947.2,0,5050.9,0,normal
72546,2.66,3,4.69,21,1,20,100,0,0,0,0,0,7957.8,577.8,2863.8,4516.2,947.2,947.2,0,4765.6,0,normal
598,2.53,2.54,2.59,21,1,20,75,25,0,0,0,0,7957.8,838.3,2654.1,4465.3,947.2,947.2,0,4994,0,normal
7174,3.24,3.14,3.1,21,3,18,100,0,0,0,0,0,7957.8,534.2,2762.1,4661.5,947.2,947.2,0,4886.1,0,normal
38698,3.65,6.92,6.92,21,3,18,100,0,0,0,0,0,7957.8,412.3,3956.2,3589.3,947.2,946.5,0.8,3685.7,0,normal
64486,4.08,3.19,19.65,21,2,19,68.4,31.6,0,0,0,0,7957.8,576.7,3345.4,4035.7,947.2,947.2,0,4294.5,0,normal
69415,2.45,34.65,48.52,21,1,20,100,0,0,0,0,0,7957.8,1001.2,2623.5,4333,947.2,947.2,0,5005.5,0,normal
74407,2.11,2.5,2.89,21,1,20,100,0,0,0,0,0,7957.8,500.7,2937.4,4519.7,947.2,947.2,0,4692,0,normal
75582,2.79,2.92,2.99,21,1,20,100,0,0,0,0,0,7957.8,248.7,3010.9,4698.2,947.2,947.2,0,4618.5,0,normal
72908,3.33,3.15,4.19,21,2,19,100,0,0,0,0,0,7957.8,512.6,2928.3,4516.9,947.2,947.2,0,4701.1,0,normal
82542,2.79,2.98,2.87,21,2,19,100,0,0,0,0,0,7957.8,903.9,2596.4,4457.4,947.2,947.2,0,5051.7,0,normal
70051,2.34,6.55,25.87,21,1,20,100,0,0,0,0,0,7957.8,997.8,2625.6,4334.3,947.2,947.2,0,5003.4,0,normal
36192,15.96,8.74,6.44,21,1,20,87.5,12.5,0,0,0,0,7957.8,437.8,3402,4117.9,947.2,946.7,0.5,4239.9,0,corruption
65287,3.2,3.33,10.16,21,1,20,100,0,0,0,0,0,7957.8,575.7,3345.2,4036.8,947.2,947.2,0,4295,0,normal
64679,2.29,3,16.55,21,6,15,50,50,0,0,0,0,7957.8,582.8,3339.4,4035.6,947.2,947.2,0,4300.8,0,normal
38252,11.54,8.84,7.19,21,1,20,88.9,11.1,0,0,0,0,7957.8,442.7,3941.7,3573.3,947.2,946.5,0.8,3700.2,0,normal
83440,2.62,3,2.91,21,1,20,100,0,0,0,0,0,7957.8,842.9,2655.8,4459,947.2,947.2,0,4992.3,0,normal
10708,3.33,3.12,2.97,21,1,20,100,0,0,0,0,0,7957.8,332.6,2831.5,4793.7,947.2,947.2,0,4816.6,0,normal
65734,3.62,3.31,7.51,21,2,19,100,0,0,0,0,0,7957.8,576.4,3343.6,4037.7,947.2,947.2,0,4296.7,0,normal
70216,3.19,5.03,22.12,21,1,20,100,0,0,0,0,0,7957.8,993.3,2629.8,4334.7,947.2,947.2,0,4999.3,0,normal
37685,2.35,4.96,5.52,21,2,19,50,50,0,0,0,0,7957.8,763.8,3884.1,3309.9,947.2,946.5,0.8,3757.8,114,normal
11334,2.9,2.94,2.91,21,1,20,90.9,9.1,0,0,0,0,7957.8,331,2831.8,4794.9,947.2,947.2,0,4816.3,0,normal
2312,2.04,2.68,2.88,21,2,19,100,0,0,0,0,0,7957.8,757.6,2731.5,4468.7,947.2,947.2,0,4916.7,0,normal
30920,3.42,3.64,3.5,21,1,20,100,0,0,0,0,0,7957.8,153.3,3010.6,4793.8,947.2,947,0.3,4631.3,0,normal
36209,13.15,8.47,6.39,21,1,20,66.7,33.3,0,0,0,0,7957.8,417.4,3404.3,4136,947.2,946.7,0.5,4237.5,0,corruption
63173,2.6,5.18,71.79,21,1,20,100,0,0,0,0,0,7957.8,1041.3,2882.8,4033.6,947.2,947.2,0,4757,0,normal
10557,3.29,2.96,2.9,21,1,20,100,0,0,0,0,0,7957.8,334.1,2830.3,4793.4,947.2,947.2,0,4817.9,0,normal
59517,3.99,3.37,4.27,21,1,20,83.3,0,0,16.7,0,0,7957.8,1306.6,2692.1,3959.1,947.2,947.2,0,4948.1,0,normal
86255,2.23,2.48,2.75,21,3,18,100,0,0,0,0,0,7957.8,841.3,2652.2,4464.3,947.2,947.2,0,4995.9,0,normal
60076,4.52,3.13,3.63,21,1,20,60,30,0,5,0,5,7957.8,1192.6,2802.6,3962.6,947.2,947.2,0,4837.6,330,dos
64131,2.89,2.9,27.36,21,1,20,100,0,0,0,0,0,7957.8,720.1,3202.6,4035.1,947.2,947.2,0,4437.3,0,normal
3794,2.94,3.34,3.32,21,2,19,100,0,0,0,0,0,7957.8,650.8,2748.9,4558,947.2,947.2,0,4899.2,0,normal
78458,2.08,2.55,2.55,21,1,20,4.3,4.3,0,91.3,0,0,7957.8,1077,2447.1,4433.6,947.2,947.2,0,5200.8,0,normal
54064,7.7,37.84,41.42,21,2,19,100,0,0,0,0,0,7957.8,1180.7,2844,3933.1,947.2,946.7,0.5,4802.1,0,normal
10212,3.19,3.13,2.95,21,1,20,10.3,0,0,89.7,0,0,7957.8,333.9,2830.9,4792.9,947.2,947.2,0,4817.2,0,normal
58898,2.69,3.36,5.34,21,1,20,100,0,0,0,0,0,7957.8,1907.5,2094.4,3955.9,947.2,947.2,0,5546.2,0,normal
81322,2.11,2.54,2.67,21,1,20,100,0,0,0,0,0,7957.8,907.8,2595.2,4454.7,947.2,947.2,0,5052.8,0,normal
3416,3.17,3.48,3.28,21,2,19,100,0,0,0,0,0,7957.8,652.8,2746.8,4558.1,947.2,947.2,0,4901.3,0,corruption
2876,3.21,3.2,3.09,21,1,20,100,0,0,0,0,0,7957.8,623.7,2745.5,4588.5,947.2,947.2,0,4902.6,0,normal
31523,3.9,3.46,3.42,21,1,20,71.4,28.6,0,0,0,0,7957.8,127.3,3047.5,4782.9,947.2,947,0.3,4594.4,0,normal
30996,3.12,3.46,3.45,21,1,20,100,0,0,0,0,0,7957.8,146.7,3014.7,4796.4,947.2,947,0.3,4627.2,0,normal
81212,2.01,2.62,2.7,21,1,20,100,0,0,0,0,0,7957.8,910.7,2592.8,4454.2,947.2,947.2,0,5055.2,0,normal
57869,5.82,8.13,8.79,21,7,14,50,50,0,0,0,0,7957.8,849.2,3185.1,3923.4,947.2,947.2,0,4470.3,200,dos
10273,2.74,3.02,2.92,21,1,20,100,0,0,0,0,0,7957.8,334.3,2830.5,4793,947.2,947.2,0,4817.6,0,normal
2196,2.41,2.92,2.96,21,2,19,100,0,0,0,0,0,7957.8,832.8,2656.5,4468.5,947.2,947.2,0,4991.7,0,normal
71082,2.55,3.01,10.48,21,4,17,50,50,0,0,0,0,7957.8,911.4,2710.3,4336.1,947.2,947.2,0,4918.8,0,normal
8531,3.04,3.2,3.1,21,2,19,100,0,0,0,0,0,7957.8,336.8,2830.6,4790.3,947.2,947.2,0,4817.5,0,normal
34045,2.9,2.9,3.08,21,2,19,100,0,0,0,0,0,7957.8,124.4,3145.7,4687.6,947.2,947,0.3,4496.2,0,normal
77556,3.78,3.43,2.18,21,1,20,42.9,0,0,57.1,0,0,7957.8,1151.2,2374.9,4431.6,947.2,947.2,0,5273,0,normal
58929,2.35,3.2,5.22,21,2,19,100,0,0,0,0,0,7957.8,1479.2,2522.6,3956,947.2,947.2,0,5117.9,0,normal
69832,3.88,10.88,31.96,21,1,20,80,0,0,20,0,0,7957.8,996,2627.7,4334,947.2,947.2,0,5001.3,0,normal
3584,3.33,3.65,3.4,21,1,20,100,0,0,0,0,0,7957.8,652.1,2747.9,4557.8,947.2,947.2,0,4900.3,0,normal
71071,2.47,3.01,10.56,21,1,20,0,0,0,100,0,0,7957.8,911.7,2710,4336,947.2,947.2,0,4919.1,0,normal
34466,3.05,3.14,3.1,21,1,20,100,0,0,0,0,0,7957.8,138.7,3165.1,4653.9,947.2,947,0.3,4476.8,0,normal
62140,3.69,82.58,212.17,21,1,20,100,0,0,0,0,0,7957.8,1054,2872.5,4031.2,947.2,947.2,0,4767,0,normal
84496,2.78,2.79,2.9,21,1,20,100,0,0,0,0,0,7957.8,845,2651.7,4461.1,947.2,947.2,0,4996.5,0,normal
77506,4.25,3.37,2.09,21,4,17,100,0,0,0,0,0,7957.8,1151.5,2374.7,4431.6,947.2,947.2,0,5273.2,0,normal
36627,2.84,4.16,5.06,21,1,20,93.3,6.7,0,0,0,0,7957.8,149.8,3592,4215.9,947.2,946.7,0.5,4049.8,107,normal
63107,2.34,5.74,76.79,21,1,20,100,0,0,0,0,0,7957.8,1040.8,2883.4,4033.5,947.2,947.2,0,4756.5,0,normal
75064,2.59,2.75,2.95,21,1,20,100,0,0,0,0,0,7957.8,253.5,3006.9,4697.4,947.2,947.2,0,4622.5,0,normal
32678,2.64,3.26,3.3,21,1,20,0,0,0,100,0,0,7957.8,120.4,3084.7,4752.7,947.2,947,0.3,4557.2,0,normal
61679,177.93,374.21,346.39,21,2,19,100,0,0,0,0,0,7957.8,1107.9,2819.7,4030.1,947.2,947.2,0,4818.5,0,normal
6394,3.36,3.08,3.04,21,1,20,100,0,0,0,0,0,7957.8,668.7,2753.6,4535.5,947.2,947.2,0,4894.6,0,normal
69765,3.37,3.16,3.2,21,1,20,100,0,0,0,0,0,7957.8,512.6,3379.3,4065.9,947.2,947.2,0,4260.9,0,normal
66009,3.55,3.19,6.36,21,3,18,50,50,0,0,0,0,7957.8,575.2,3344.4,4038.2,947.2,947.2,0,4295.8,0,normal
36027,4.23,8.96,6.27,21,1,20,84.6,15.4,0,0,0,0,7957.8,449.4,3400.1,4108.2,947.2,946.7,0.5,4241.8,0,normal
54611,3.39,8.41,24.19,21,1,20,100,0,0,0,0,0,7957.8,1041.3,2960.5,3955.9,947.2,946.7,0.5,4685.8,0,normal
8419,4.25,3.38,3.14,21,1,20,100,0,0,0,0,0,7957.8,337,2830.6,4790.1,947.2,947.2,0,4817.5,0,normal
34794,2.65,3.2,3.15,21,1,20,100,0,0,0,0,0,7957.8,125.6,3179.4,4652.7,947.2,947,0.3,4462.5,0,normal
41994,5.19,9.43,8.57,21,1,20,100,0,0,0,0,0,7957.8,125.5,4244.7,3587.6,947.2,946.5,0.8,3397.1,0,normal
35726,3.74,2.8,2.89,21,1,20,51.9,44.4,0,0,0,3.7,7957.8,120.1,3435,4402.6,947.2,947,0.3,4206.8,370,dos
78234,3.01,3.07,2.68,21,3,18,0,0,0,100,0,0,7957.8,1076.4,2448.1,4433.3,947.2,947.2,0,5199.8,0,normal
66001,3.74,3.22,6.4,21,1,20,100,0,0,0,0,0,7957.8,575.4,3344.2,4038.2,947.2,947.2,0,4296,0,normal
3267,4.44,3.66,3.3,21,1,20,100,0,0,0,0,0,7957.8,621,2747.3,4589.5,947.2,947.2,0,4900.8,0,normal
6913,3.01,3.11,3.09,21,1,20,65.4,0,0,0,0,34.6,7957.8,650.7,2756.2,4550.9,947.2,947.2,0,4891.9,1032,malware
5997,2.97,2.8,2.99,21,1,20,100,0,0,0,0,0,7957.8,637.1,2756.6,4564.1,947.2,947.2,0,4891.5,0,normal
74171,3.45,2.84,3.07,21,1,20,100,0,0,0,0,0,7957.8,502.7,2935.8,4519.3,947.2,947.2,0,4693.6,0,normal
57950,9.05,8.41,8.82,21,1,20,46.2,46.2,0,0,0,7.7,7957.8,1093.2,2934.1,3930.5,947.2,947.2,0,4721.3,638,dos
39965,3.06,4.87,7.92,21,1,20,75,25,0,0,0,0,7957.8,188.7,4121.6,3647.5,947.2,946.5,0.8,3520.3,3,normal
59184,2.93,3.07,4.67,21,2,19,100,0,0,0,0,0,7957.8,1485.3,2515.6,3956.9,947.2,947.2,0,5124.6,0,normal
68080,4,3.37,3.57,21,2,19,50,50,0,0,0,0,7957.8,536.5,3359.4,4061.9,947.2,947.2,0,4280.8,0,normal
7052,3.19,3.15,3.1,21,2,19,100,0,0,0,0,0,7957.8,533.6,2763,4661.1,947.2,947.2,0,4885.1,0,normal
41887,13.52,12.03,9.21,21,1,20,92.9,7.1,0,0,0,0,7957.8,130.5,4242.7,3584.6,947.2,946.5,0.8,3399.1,10,normal
60016,3.02,2.79,3.56,21,1,20,100,0,0,0,0,0,7957.8,1299.1,2698.8,3959.8,947.2,947.2,0,4941.4,0,normal
497,2.76,2.49,2.58,21,2,19,100,0,0,0,0,0,7957.8,837.6,2655,4465.2,947.2,947.2,0,4993.2,0,normal
68145,3.91,3.44,3.58,21,1,20,100,0,0,0,0,0,7957.8,536.7,3359,4062,947.2,947.2,0,4281.2,0,normal
57765,5.05,9.15,9.17,21,1,20,100,0,0,0,0,0,7957.8,1317.2,2728.8,3911.7,947.2,947.2,0,4926.6,0,normal
65420,2.97,3.2,9.21,21,1,20,100,0,0,0,0,0,7957.8,574.9,3345.8,4037,947.2,947.2,0,4294.4,0,normal
78305,2.53,2.91,2.65,21,1,20,100,0,0,0,0,0,7957.8,1077.3,2447.1,4433.4,947.2,947.2,0,5200.8,0,normal
85881,2.11,2.73,2.92,21,1,20,91.7,0,0,0,0,8.3,7957.8,842.8,2651.2,4463.7,947.2,947.2,0,4996.9,0,normal
33865,3.72,3.23,3.22,21,1,20,2.2,0,0,97.8,0,0,7957.8,125.3,3139.3,4693.1,947.2,947,0.3,4502.6,0,normal
39811,2.81,5.75,8.7,21,1,20,88.9,11.1,0,0,0,0,7957.8,200.2,4116.1,3641.4,947.2,946.5,0.8,3525.8,0,normal
10005,2.93,2.85,2.81,21,2,19,100,0,0,0,0,0,7957.8,333.8,2831.3,4792.6,947.2,947.2,0,4816.8,0,normal
54206,2.91,24.25,35.79,21,3,18,0,100,0,0,0,0,7957.8,1107.4,2912.5,3937.9,947.2,946.7,0.5,4733.9,0,normal
69612,2.53,19.12,39.67,21,1,20,3.8,0,0,96.2,0,0,7957.8,999.5,2624.9,4333.4,947.2,947.2,0,5004.2,0,normal
72948,2.51,2.96,4.08,21,1,20,100,0,0,0,0,0,7957.8,512.6,2928.2,4517,947.2,947.2,0,4701.2,0,normal
36083,2.4,7.65,5.98,21,1,20,73.3,13.3,0,0,0,13.3,7957.8,447.4,3399.6,4110.7,947.2,946.7,0.5,4242.1,118,normal
39328,14.59,15.74,12.21,21,2,19,16.7,1.7,0,80,0,1.7,7957.8,284.1,4053.2,3620.4,947.2,946.5,0.8,3588.7,0,normal
66899,2.96,3.2,4.46,21,1,20,100,0,0,0,0,0,7957.8,547.1,3350.5,4060.1,947.2,947.2,0,4289.7,0,normal
64042,2.23,2.89,29.86,21,3,18,0,0,0,100,0,0,7957.8,721,3201.7,4035,947.2,947.2,0,4438.1,0,normal
483,2.72,2.48,2.58,21,1,20,90.9,9.1,0,0,0,0,7957.8,837.3,2655.3,4465.1,947.2,947.2,0,4992.8,0,normal
11427,3.24,3,2.93,21,1,20,100,0,0,0,0,0,7957.8,330.7,2832,4795.1,947.2,947.2,0,4816.1,0,normal
84672,2.65,2.75,2.87,21,1,20,100,0,0,0,0,0,7957.8,845.6,2650.8,4461.4,947.2,947.2,0,4997.4,0,normal
7725,4.68,3.28,3.08,21,1,20,86.7,13.3,0,0,0,0,7957.8,534.4,2760.9,4662.5,947.2,947.2,0,4887.3,0,normal
11192,2.56,2.7,2.83,21,2,19,90,10,0,0,0,0,7957.8,331.7,2831.3,4794.7,947.2,947.2,0,4816.8,0,normal
66614,3.65,3.41,4.97,21,2,19,100,0,0,0,0,0,7957.8,570.7,3347.8,4039.3,947.2,947.2,0,4292.5,0,normal
1777,3.34,3.07,2.98,21,1,20,100,0,0,0,0,0,7957.8,835.1,2655.2,4467.4,947.2,947.2,0,4992.9,0,normal
75279,3.06,3.15,3.08,21,1,20,100,0,0,0,0,0,7957.8,249.7,3010.3,4697.7,947.2,947.2,0,4619.1,0,normal
69039,18.87,115.14,71.39,21,2,19,0,4.3,0,95.7,0,0,7957.8,1005.2,2620.1,4332.5,947.2,947.2,0,5008.9,0,normal
2940,3.35,3.26,3.12,21,1,20,100,0,0,0,0,0,7957.8,623.6,2745.6,4588.6,947.2,947.2,0,4902.6,0,normal
83303,3.81,3.12,2.92,21,1,20,100,0,0,0,0,0,7957.8,843.3,2655.7,4458.8,947.2,947.2,0,4992.4,0,normal
65250,3.49,3.38,10.48,21,1,20,100,0,0,0,0,0,7957.8,576.1,3344.9,4036.8,947.2,947.2,0,4295.3,0,normal
74356,2.15,2.56,2.93,21,1,20,100,0,0,0,0,0,7957.8,501.5,2936.7,4519.6,947.2,947.2,0,4692.7,0,normal
35478,2.99,2.92,3,21,1,20,100,0,0,0,0,0,7957.8,122.8,3212.3,4622.7,947.2,947,0.3,4429.6,0,normal
82867,3.43,3.06,2.91,21,1,20,4.2,0,0,95.8,0,0,7957.8,904.3,2595.5,4457.9,947.2,947.2,0,5052.6,0,normal
30171,3.32,4.72,3.43,21,1,20,76.5,23.5,0,0,0,0,7957.8,722.3,2442.4,4793.1,947.2,947.2,0,5199.6,42,normal
34856,2.92,3.13,3.13,21,2,19,0,0,0,100,0,0,7957.8,118.4,3183.8,4655.6,947.2,947,0.3,4458,0,normal
5625,3.36,3.27,3.22,21,2,19,100,0,0,0,0,0,7957.8,638.8,2755.9,4563,947.2,947.2,0,4892.2,0,normal
62628,2.82,18.68,127.06,21,2,19,100,0,0,0,0,0,7957.8,1048.3,2877.2,4032.3,947.2,947.2,0,4762.4,0,normal
11064,2.84,2.75,2.85,21,1,20,100,0,0,0,0,0,7957.8,330.7,2832.5,4794.5,947.2,947.2,0,4815.6,0,normal
3226,3.95,3.5,3.24,21,1,20,100,0,0,0,0,0,7957.8,623.7,2745,4589,947.2,947.2,0,4903.1,0,normal
69084,10.04,99.32,68.1,21,1,20,83.3,16.7,0,0,0,0,7957.8,1003.9,2621.3,4332.6,947.2,947.2,0,5007.7,0,normal
36331,4.65,6.76,6.01,21,1,20,100,0,0,0,0,0,7957.8,343.6,3411.9,4202.2,947.2,946.7,0.5,4230,0,normal
2630,3.77,3.44,3.13,21,1,20,0,0,0,100,0,0,7957.8,623.1,2746.5,4588.1,947.2,947.2,0,4901.6,0,normal
38323,7.62,7.96,6.99,21,1,20,100,0,0,0,0,0,7957.8,438.6,3943.3,3575.8,947.2,946.5,0.8,3698.6,10,normal
32964,3.36,3.41,3.35,21,1,20,66.7,33.3,0,0,0,0,7957.8,118.7,3099.9,4739.2,947.2,947,0.3,4542,0,normal
31604,3.19,3.32,3.37,21,1,20,86.7,13.3,0,0,0,0,7957.8,126.6,3046.1,4785,947.2,947,0.3,4595.8,0,normal
38396,3.91,6.77,6.64,21,4,17,100,0,0,0,0,0,7957.8,433.2,3945.9,3578.7,947.2,946.5,0.8,3695.9,0,normal
30918,3.42,3.64,3.5,21,1,20,100,0,0,0,0,0,7957.8,152.8,3011.1,4793.8,947.2,947,0.3,4630.7,0,normal
66095,5.48,3.68,6.24,21,1,20,50,50,0,0,0,0,7957.8,574.8,3344.5,4038.5,947.2,947.2,0,4295.6,3,normal
36762,2.72,3.56,4.71,21,1,20,66.7,33.3,0,0,0,0,7957.8,142.1,3595.2,4220.4,947.2,946.7,0.5,4046.7,0,normal
86042,2.51,2.63,2.85,21,1,20,100,0,0,0,0,0,7957.8,841.8,2652,4464,947.2,947.2,0,4996.2,0,normal
97,2.38,2.5,2.71,21,2,19,0,0,0,100,0,0,7957.8,838,2655.1,4464.6,947.2,947.2,0,4993,0,normal
34275,2.77,2.78,2.98,21,6,15,33.3,66.7,0,0,0,0,7957.8,118.2,3155.7,4683.8,947.2,947,0.3,4486.1,7,normal
5869,2.49,2.71,2.99,21,2,19,100,0,0,0,0,0,7957.8,638.6,2755.3,4563.9,947.2,947.2,0,4892.8,0,normal
32957,3.42,3.43,3.36,21,1,20,76.9,23.1,0,0,0,0,7957.8,120.4,3099.1,4738.2,947.2,947,0.3,4542.8,10,normal
4261,3.57,3.57,3.41,21,1,20,100,0,0,0,0,0,7957.8,649,2749.8,4559,947.2,947.2,0,4898.3,0,normal
6290,2.76,2.94,3,21,1,20,100,0,0,0,0,0,7957.8,668.5,2753.9,4535.3,947.2,947.2,0,4894.2,0,normal
72997,2.43,2.89,4,21,1,20,90.9,9.1,0,0,0,0,7957.8,511.8,2928.9,4517,947.2,947.2,0,4700.5,0,normal
65495,3.36,3.29,8.78,21,1,20,100,0,0,0,0,0,7957.8,575.2,3345.4,4037.1,947.2,947.2,0,4294.9,0,normal
62584,2.9,20.97,132.53,21,11,10,0,100,0,0,0,0,7957.8,1048.5,2877,4032.2,947.2,947.2,0,4762.5,0,normal
8115,2.66,2.98,3.02,21,1,20,100,0,0,0,0,0,7957.8,337.7,2830.5,4789.6,947.2,947.2,0,4817.7,0,normal
74014,2.44,2.65,3.09,21,1,20,100,0,0,0,0,0,7957.8,504.8,2933.9,4519.1,947.2,947.2,0,4695.5,0,normal
41137,3.25,5.56,6.65,21,1,20,93.3,6.7,0,0,0,0,7957.8,118,4212.6,3627.1,947.2,946.5,0.8,3429.2,0,normal
38416,8.94,7.7,6.95,21,1,20,0,0,0,100,0,0,7957.8,430.7,3947.8,3579.3,947.2,946.5,0.8,3694.1,0,normal
32669,2.79,3.3,3.31,21,3,18,0,0,0,100,0,0,7957.8,121.4,3083.7,4752.7,947.2,947,0.3,4558.2,0,normal
31581,3.07,3.3,3.37,21,1,20,100,0,0,0,0,0,7957.8,127.6,3045.3,4784.9,947.2,947,0.3,4596.6,0,normal
34265,3.02,2.82,3,21,1,20,100,0,0,0,0,0,7957.8,119.3,3155.7,4682.8,947.2,947,0.3,4486.2,0,normal
32119,4.59,3.45,3.32,21,1,20,100,0,0,0,0,0,7957.8,143,3070.3,4744.5,947.2,947,0.3,4571.6,0,normal
33971,2.61,2.94,3.12,21,1,20,0,0,0,100,0,0,7957.8,116.8,3143.2,4697.8,947.2,947,0.3,4498.7,0,normal
5784,2.46,2.85,3.06,21,1,20,100,0,0,0,0,0,7957.8,638.6,2755.9,4563.3,947.2,947.2,0,4892.3,0,normal
55347,2.9,3.38,12.51,21,2,19,100,0,0,0,0,0,7957.8,837.9,3141.3,3978.6,947.2,946.7,0.5,4505.1,0,normal
71506,2.41,2.74,7.61,21,2,19,100,0,0,0,0,0,7957.8,913.3,2707.7,4336.7,947.2,947.2,0,4921.4,0,normal
63197,2.41,4.92,69.94,21,1,20,92.3,7.7,0,0,0,0,7957.8,729.1,3195,4033.6,947.2,947.2,0,4444.8,0,normal
56923,58.8,31.03,12.54,21,2,19,100,0,0,0,0,0,7957.8,1524.4,2546.4,3887,947.2,947.2,0,5108.8,0,normal
72544,2.66,3,4.69,21,2,19,100,0,0,0,0,0,7957.8,577.8,2863.8,4516.2,947.2,947.2,0,4765.6,0,normal
7584,3.17,2.92,2.97,21,1,20,100,0,0,0,0,0,7957.8,533.2,2762.4,4662.2,947.2,947.2,0,4885.8,0,normal
59181,2.93,3.07,4.67,21,1,20,100,0,0,0,0,0,7957.8,1485.6,2515.3,3956.9,947.2,947.2,0,5124.8,0,normal
75451,2.84,2.95,3.01,21,2,19,50,50,0,0,0,0,7957.8,249.6,3010.2,4698,947.2,947.2,0,4619.2,0,normal
82279,3.98,3.15,2.86,21,2,19,16.7,0,0,80.6,0,2.8,7957.8,906.5,2594.8,4456.4,947.2,947.2,0,5053.3,0,normal
64223,2.58,2.82,25.07,21,2,19,50,50,0,0,0,0,7957.8,582.1,3340.4,4035.3,947.2,947.2,0,4299.5,0,normal
82596,2.7,2.93,2.86,21,1,20,100,0,0,0,0,0,7957.8,902.8,2597.4,4457.5,947.2,947.2,0,5050.7,0,normal
72056,3.04,3.41,5.86,21,1,20,100,0,0,0,0,0,7957.8,891.4,2727.7,4338.6,947.2,947.2,0,4901.3,0,normal
69648,2.09,17.18,38.26,21,1,20,100,0,0,0,0,0,7957.8,999.5,2624.8,4333.4,947.2,947.2,0,5004.2,0,normal
73849,2.33,2.65,3.17,21,1,20,100,0,0,0,0,0,7957.8,505.8,2933.2,4518.8,947.2,947.2,0,4696.2,0,normal
54775,2.01,5.72,20.59,21,1,20,50,50,0,0,0,0,7957.8,880.9,3115.8,3961.1,947.2,946.7,0.5,4530.5,10,normal
70230,3.14,4.93,21.81,21,1,20,0,50,0,50,0,0,7957.8,992.4,2630.6,4334.7,947.2,947.2,0,4998.4,0,normal
54876,3.43,5.21,18.89,21,3,18,50,0,0,0,0,50,7957.8,872.3,3121.8,3963.7,947.2,946.7,0.5,4524.5,0,normal
80569,2.8,2.72,2.68,21,1,20,100,0,0,0,0,0,7957.8,911.2,2593.5,4453.1,947.2,947.2,0,5054.6,0,normal
4505,3.33,3.41,3.37,21,1,20,100,0,0,0,0,0,7957.8,646,2751.9,4559.8,947.2,947.2,0,4896.2,0,normal
41557,4.01,7.38,7.49,21,1,20,93.3,6.7,0,0,0,0,7957.8,135.6,4231.1,3591.1,947.2,946.5,0.8,3410.8,0,normal
35304,3.51,3.02,3.05,21,1,20,93.3,6.7,0,0,0,0,7957.8,117.9,3202.6,4637.3,947.2,947,0.3,4439.3,0,normal
65974,4.29,3.27,6.5,21,2,19,100,0,0,0,0,0,7957.8,575,3344.6,4038.1,947.2,947.2,0,4295.6,0,normal
34829,2.56,3.11,3.12,21,1,20,100,0,0,0,0,0,7957.8,122.8,3180.9,4654,947.2,947,0.3,4461,101,normal
75526,2.95,2.98,3.01,21,1,20,0,0,0,100,0,0,7957.8,249,3010.6,4698.1,947.2,947.2,0,4618.8,0,normal
81910,2.69,2.7,2.67,21,1,20,100,0,0,0,0,0,7957.8,907.1,2595,4455.6,947.2,947.2,0,5053.1,0,normal
718,3.01,2.74,2.66,21,2,19,100,0,0,0,0,0,7957.8,837.3,2654.9,4465.5,947.2,947.2,0,4993.2,0,normal
74116,2.68,2.64,3.03,21,1,20,100,0,0,0,0,0,7957.8,503.5,2935,4519.2,947.2,947.2,0,4694.4,0,normal
66655,3.27,3.33,4.87,21,2,19,83.3,16.7,0,0,0,0,7957.8,571.2,3347.2,4039.3,947.2,947.2,0,4293,0,normal
36310,4.92,6.97,6.06,21,1,20,100,0,0,0,0,0,7957.8,349.9,3408,4199.9,947.2,946.7,0.5,4233.9,10,normal
5173,3.85,3.25,3.24,21,2,19,100,0,0,0,0,0,7957.8,641.8,2754.2,4561.8,947.2,947.2,0,4894,0,normal
62725,2.8,14.18,114.37,21,1,20,100,0,0,0,0,0,7957.8,1045.8,2879.5,4032.4,947.2,947.2,0,4760.1,0,normal
31976,2.98,3.06,3.21,21,2,19,50,50,0,0,0,0,7957.8,117.2,3058.7,4781.9,947.2,947,0.3,4583.2,0,normal
67415,3.93,3.28,3.92,21,2,19,50,50,0,0,0,0,7957.8,540.5,3356.4,4060.9,947.2,947.2,0,4283.8,0,normal
32801,3.79,3.39,3.33,21,1,20,90,0,0,0,0,10,7957.8,121.6,3091.4,4744.7,947.2,947,0.3,4550.5,0,normal
