time,load_average_1min,load_average_5min,load_average_15min,total_tasks,running_tasks,sleeping_tasks,cpu_user,cpu_system,cpu_nice,cpu_idle,cpu_wait,cpu_si,memory_total,memory_free,memory_used,memory_buff,vm_total,vm_free,vm_used,memory_available,captured_packets,multilabel
38995,4.34,6.5,6.83,21,1,20,90.9,9.1,0,0,0,0,7957.8,305.7,4048.4,3603.7,947.2,946.5,0.8,3593.5,0,normal
62796,3.05,11.87,106.29,21,1,20,91.7,0,0,0,0,8.3,7957.8,1046.1,2879,4032.6,947.2,947.2,0,4760.5,0,normal
77263,3.27,3.02,1.64,21,2,19,100,0,0,0,0,0,7957.8,1354.1,2172.8,4430.8,947.2,947.2,0,5475.1,0,normal
81997,2.92,2.76,2.69,21,2,19,100,0,0,0,0,0,7957.8,907.4,2594.7,4455.7,947.2,947.2,0,5053.5,0,normal
75700,2.5,2.71,2.9,21,1,20,100,0,0,0,0,0,7957.8,247.8,3011.3,4698.6,947.2,947.2,0,4618.1,0,normal
62174,4.27,73.96,204.49,21,3,18,50,50,0,0,0,0,7957.8,1053.6,2872.9,4031.2,947.2,947.2,0,4766.6,0,normal
10306,3.04,3.06,2.93,21,2,19,100,0,0,0,0,0,7957.8,335.2,2829.5,4793,947.2,947.2,0,4818.6,0,normal
59820,2.34,2.79,3.77,21,1,20,100,0,0,0,0,0,7957.8,1302.6,2695.6,3959.5,947.2,947.2,0,4944.5,0,normal
11783,3.53,3.02,2.97,21,1,20,42.3,50,0,0,0,7.7,7957.8,121.4,3115.8,4720.5,947.2,947,0.3,4532.2,718,corruption_and_dos
64419,3.6,2.87,20.85,21,1,20,100,0,0,0,0,0,7957.8,580.8,3341.4,4035.6,947.2,947.2,0,4298.5,0,normal
9760,3.21,2.76,2.78,21,2,19,100,0,0,0,0,0,7957.8,311.4,2854.1,4792.3,947.2,947.2,0,4794.1,0,normal
32915,3.09,3.37,3.34,21,1,20,0,0,0,100,0,0,7957.8,125.3,3096.9,4735.6,947.2,947,0.3,4545,0,normal
1785,3.06,3.02,2.96,21,1,20,100,0,0,0,0,0,7957.8,835,2655.3,4467.5,947.2,947.2,0,4992.9,0,normal
68247,2.94,3.27,3.5,21,2,19,100,0,0,0,0,0,7957.8,534.9,3360.7,4062.2,947.2,947.2,0,4279.5,0,normal
64997,3.78,3.15,12.62,21,1,20,100,0,0,0,0,0,7957.8,578,3343.3,4036.4,947.2,947.2,0,4296.9,0,normal
34172,2.26,2.67,2.97,21,2,19,0,0,0,97.6,0,2.4,7957.8,125.9,3151.9,4679.9,947.2,947,0.3,4489.9,10,normal
85372,3.18,3.19,3.05,21,1,20,92.3,7.7,0,0,0,0,7957.8,842.5,2652.4,4462.9,947.2,947.2,0,4995.8,0,normal
77517,4.78,3.54,2.16,21,2,19,0,0,0,100,0,0,7957.8,1151.7,2374.4,4431.6,947.2,947.2,0,5273.4,0,normal
66471,3.03,3.25,5.2,21,1,20,100,0,0,0,0,0,7957.8,571.8,3346.9,4039.1,947.2,947.2,0,4293.3,0,normal
63214,3.37,4.96,68.56,21,1,20,100,0,0,0,0,0,7957.8,728.4,3195.6,4033.7,947.2,947.2,0,4444.2,0,normal
59024,2.49,3,4.95,21,1,20,92.9,0,0,0,0,7.1,7957.8,1484.2,2517,3956.6,947.2,947.2,0,5123.2,0,normal
54099,5.64,34.03,40.02,21,1,20,0,0,0,100,0,0,7957.8,1178.7,2844.8,3934.2,947.2,946.7,0.5,4801.3,0,normal
59018,2.71,3.05,4.98,21,1,20,100,0,0,0,0,0,7957.8,1484.5,2516.7,3956.6,947.2,947.2,0,5123.4,0,normal
40811,8.7,7.14,7.33,21,4,17,0,0,0,100,0,0,7957.8,120.2,4198.9,3638.7,947.2,946.5,0.8,3443,0,normal
69545,2.68,23.46,42.56,21,1,20,100,0,0,0,0,0,7957.8,1000.4,2624.1,4333.2,947.2,947.2,0,5005,0,normal
71345,2.34,2.82,8.56,21,1,20,100,0,0,0,0,0,7957.8,913.4,2707.9,4336.5,947.2,947.2,0,4921.1,0,normal
75102,2.94,2.82,2.97,21,3,18,0,100,0,0,0,0,7957.8,252.5,3007.8,4697.5,947.2,947.2,0,4621.6,0,normal
63316,3.08,4.4,61.86,21,2,19,100,0,0,0,0,0,7957.8,725.9,3198,4033.8,947.2,947.2,0,4441.9,0,normal
40850,6.09,6.67,7.16,21,1,20,100,0,0,0,0,0,7957.8,118.2,4199.7,3639.9,947.2,946.5,0.8,3442.2,0,normal
30689,2.81,3.54,3.42,21,2,19,100,0,0,0,0,0,7957.8,131.3,2999.2,4827.3,947.2,947.2,0,4642.7,0,normal
7986,3,3.12,3.06,21,1,20,62.5,0,0,0,0,37.5,7957.8,402.4,2824.6,4730.7,947.2,947.2,0,4823.5,972,malware
10334,2.78,2.99,2.91,21,1,20,100,0,0,0,0,0,7957.8,334.4,2830.3,4793.1,947.2,947.2,0,4817.8,0,normal
286,1.7,2.07,2.49,21,1,20,100,0,0,0,0,0,7957.8,838.1,2654.8,4464.9,947.2,947.2,0,4993.3,0,normal
62331,2.86,45.12,173.46,21,1,20,100,0,0,0,0,0,7957.8,1053.3,2872.9,4031.5,947.2,947.2,0,4766.6,0,normal
66840,3.81,3.38,4.6,21,6,15,0,100,0,0,0,0,7957.8,490.9,3403.8,4063.1,947.2,947.2,0,4233.4,0,normal
59616,2.79,3.09,4.08,21,1,20,100,0,0,0,0,0,7957.8,1305.9,2692.6,3959.2,947.2,947.2,0,4947.5,0,normal
70429,3.07,3,3.08,21,1,20,100,0,0,0,0,0,7957.8,506.1,3384.8,4066.8,947.2,947.2,0,4255.4,0,normal
85524,3.21,3.16,3.06,21,1,20,100,0,0,0,0,0,7957.8,842.5,2652.1,4463.1,947.2,947.2,0,4996,0,normal
34097,2.52,2.79,3.04,21,1,20,100,0,0,0,0,0,7957.8,120.7,3148.4,4688.6,947.2,947,0.3,4493.5,0,normal
6249,2.83,2.98,3.02,21,2,19,100,0,0,0,0,0,7957.8,670.2,2752.6,4535,947.2,947.2,0,4895.5,0,normal
60069,3.35,2.88,3.55,21,1,20,65,30,0,0,0,5,7957.8,1248.5,2748,3961.3,947.2,947.2,0,4892.2,664,dos
10588,2.98,2.92,2.89,21,1,20,91.7,8.3,0,0,0,0,7957.8,334.1,2830.2,4793.5,947.2,947.2,0,4817.9,0,normal
83455,2.7,3,2.91,21,1,20,100,0,0,0,0,0,7957.8,843,2655.7,4459.1,947.2,947.2,0,4992.4,0,normal
2606,4.8,3.58,3.16,21,2,19,100,0,0,0,0,0,7957.8,625.6,2744.3,4587.8,947.2,947.2,0,4903.8,0,normal
69454,3.24,3.42,3.32,21,1,20,100,0,0,0,0,0,7957.8,515.8,3376.9,4065,947.2,947.2,0,4263.3,0,normal
54249,2.41,21.45,34.37,21,1,20,100,0,0,0,0,0,7957.8,1104.1,2914.8,3938.9,947.2,946.7,0.5,4731.6,16,normal
37315,13.61,10.32,6.87,21,1,20,88.9,11.1,0,0,0,0,7957.8,808.7,3864.4,3284.7,947.2,946.5,0.8,3777.5,0,normal
38020,9.93,7.91,6.52,21,1,20,72.7,22.7,0,0,0,4.5,7957.8,438.8,3951.7,3567.2,947.2,946.5,0.8,3690,204,normal
10008,2.93,2.85,2.82,21,1,20,100,0,0,0,0,0,7957.8,333.8,2831.4,4792.6,947.2,947.2,0,4816.8,0,normal
70038,2.04,6.63,26.1,21,1,20,100,0,0,0,0,0,7957.8,997.9,2625.6,4334.3,947.2,947.2,0,5003.5,0,normal
1472,1.75,2.74,2.9,21,2,19,100,0,0,0,0,0,7957.8,835.1,2655.7,4467,947.2,947.2,0,4992.4,0,normal
71161,2.71,2.97,9.85,21,1,20,50,50,0,0,0,0,7957.8,915.4,2706.2,4336.2,947.2,947.2,0,4922.9,0,normal
54244,2.54,21.8,34.55,21,1,20,100,0,0,0,0,0,7957.8,1105.5,2913.7,3938.5,947.2,946.7,0.5,4732.6,0,normal
38072,13.29,9.28,7.07,21,1,20,100,0,0,0,0,0,7957.8,452.1,3936.9,3568.7,947.2,946.5,0.8,3705,0,normal
59971,2.4,2.64,3.56,21,1,20,5.9,2.9,0,91.2,0,0,7957.8,1301.4,2696.6,3959.7,947.2,947.2,0,4943.6,0,normal
4472,3.34,3.41,3.36,21,1,20,100,0,0,0,0,0,7957.8,648.4,2750,4559.3,947.2,947.2,0,4898.1,0,normal
31504,2.84,3.22,3.34,21,2,19,100,0,0,0,0,0,7957.8,129.4,3046.6,4781.8,947.2,947,0.3,4595.3,0,normal
36454,2.14,5.16,5.52,21,1,20,100,0,0,0,0,0,7957.8,333.9,3416.5,4207.3,947.2,946.7,0.5,4225.4,0,normal
62404,2.67,35.7,160.21,21,2,19,3.4,0,0,96.6,0,0,7957.8,1052.5,2873.6,4031.6,947.2,947.2,0,4765.9,0,normal
4445,3.39,3.43,3.37,21,2,19,100,0,0,0,0,0,7957.8,648.4,2750.1,4559.2,947.2,947.2,0,4898.1,0,normal
2356,2.1,2.6,2.84,21,1,20,100,0,0,0,0,0,7957.8,757.8,2731.2,4468.7,947.2,947.2,0,4916.9,0,normal
32597,3.3,3.56,3.4,21,1,20,100,0,0,0,0,0,7957.8,127.8,3080.9,4749,947.2,947,0.3,4561,0,normal
85823,2.84,2.92,2.99,21,1,20,100,0,0,0,0,0,7957.8,841.8,2652.3,4463.6,947.2,947.2,0,4995.8,0,normal
75192,3.49,3.05,3.04,21,1,20,100,0,0,0,0,0,7957.8,251,3009.2,4697.6,947.2,947.2,0,4620.2,0,normal
67982,3.38,3.2,3.55,21,1,20,83.3,0,0,0,0,16.7,7957.8,537.3,3358.7,4061.7,947.2,947.2,0,4281.5,0,normal
32574,3.5,3.62,3.41,21,1,20,100,0,0,0,0,0,7957.8,128.3,3081.3,4748.1,947.2,947,0.3,4560.6,0,normal
75061,2.59,2.75,2.95,21,1,20,100,0,0,0,0,0,7957.8,253.4,3006.9,4697.4,947.2,947.2,0,4622.5,0,normal
34740,3.09,3.33,3.19,21,7,14,100,0,0,0,0,0,7957.8,128.3,3178,4651.5,947.2,947,0.3,4463.9,0,normal
80568,2.79,2.71,2.68,21,2,19,88.9,0,0,0,0,11.1,7957.8,910.9,2593.7,4453.1,947.2,947.2,0,5054.3,0,normal
75749,3.48,2.94,2.97,21,6,15,40,60,0,0,0,0,7957.8,122,3225.8,4610,947.2,947,0.3,4403.6,340,dos
54148,3.83,29.14,38.04,21,3,18,100,0,0,0,0,0,7957.8,1112.9,2909,3935.8,947.2,946.7,0.5,4737.3,0,normal
57003,17.55,24.42,11.74,21,1,20,100,0,0,0,0,0,7957.8,1432.8,2635.5,3889.4,947.2,947.2,0,5019.7,0,normal
39197,9.54,18,12.41,21,2,19,50,50,0,0,0,0,7957.8,295.5,4047.4,3614.8,947.2,946.5,0.8,3594.5,65,normal
71927,3.03,3.66,6.31,21,1,20,85.7,14.3,0,0,0,0,7957.8,893.2,2726.1,4338.5,947.2,947.2,0,4902.9,0,normal
85320,3.95,3.28,3.07,21,1,20,100,0,0,0,0,0,7957.8,845.3,2650,4462.4,947.2,947.2,0,4998.2,0,normal
84515,2.85,2.81,2.9,21,1,20,100,0,0,0,0,0,7957.8,845.2,2651.5,4461.1,947.2,947.2,0,4996.7,0,normal
7899,3.19,3.23,3.09,21,1,20,100,0,0,0,0,0,7957.8,475.8,2819.1,4662.8,947.2,947.2,0,4829,0,normal
65729,3.67,3.32,7.54,21,2,19,100,0,0,0,0,0,7957.8,576.9,3343.1,4037.7,947.2,947.2,0,4297.1,0,normal
80560,2.77,2.71,2.68,21,1,20,100,0,0,0,0,0,7957.8,911.4,2593.2,4453.1,947.2,947.2,0,5054.8,0,normal
7329,2.61,2.91,3.01,21,1,20,100,0,0,0,0,0,7957.8,533.4,2762.6,4661.7,947.2,947.2,0,4885.5,0,normal
54537,2.7,9.66,25.79,21,1,20,100,0,0,0,0,0,7957.8,1060.2,2947.5,3950,947.2,946.7,0.5,4698.8,0,normal
84976,2.7,2.92,2.94,21,4,17,100,0,0,0,0,0,7957.8,846.3,2649.5,4461.9,947.2,947.2,0,4998.6,0,normal
7874,3.29,3.25,3.1,21,1,20,100,0,0,0,0,0,7957.8,476.1,2818.9,4662.7,947.2,947.2,0,4829.2,0,normal
68241,3.11,3.31,3.52,21,1,20,0,3.8,0,96.2,0,0,7957.8,534.6,3361,4062.2,947.2,947.2,0,4279.2,0,normal
36567,3.15,4.52,5.24,21,1,20,85.7,7.1,0,0,0,7.1,7957.8,157.5,3587.6,4212.7,947.2,946.7,0.5,4054.3,3,normal
30891,4.19,3.8,3.55,21,1,20,100,0,0,0,0,0,7957.8,161.2,3003.3,4793.2,947.2,947,0.3,4638.6,0,normal
7727,4.68,3.28,3.08,21,1,20,92.9,7.1,0,0,0,0,7957.8,478,2817.2,4662.5,947.2,947.2,0,4830.9,0,normal
67797,2.76,3.04,3.6,21,1,20,100,0,0,0,0,0,7957.8,538.2,3358.1,4061.4,947.2,947.2,0,4282.1,0,normal
70372,2.03,3.93,19.01,21,1,20,100,0,0,0,0,0,7957.8,986.9,2635.9,4334.9,947.2,947.2,0,4993.1,0,normal
5372,3.09,3.12,3.18,21,1,20,100,0,0,0,0,0,7957.8,641.7,2753.7,4562.3,947.2,947.2,0,4894.4,0,normal
57732,7.64,10.06,9.45,21,1,20,100,0,0,0,0,0,7957.8,1317.2,2728.9,3911.7,947.2,947.2,0,4926.5,10,normal
35348,3.01,2.95,3.02,21,1,20,100,0,0,0,0,0,7957.8,126,3204.6,4627.1,947.2,947,0.3,4437.3,215,normal
69453,2.67,30.67,46.59,21,1,20,100,0,0,0,0,0,7957.8,1000.9,2623.7,4333.1,947.2,947.2,0,5005.4,0,normal
41284,6.71,7.74,7.46,21,1,20,100,0,0,0,0,0,7957.8,131.3,4219.1,3607.4,947.2,946.5,0.8,3422.8,0,normal
57379,4.05,9.83,9.12,21,8,13,66.7,33.3,0,0,0,0,7957.8,1349,2705.6,3903.2,947.2,947.2,0,4949.9,0,normal
62640,2.78,17.89,125.06,21,1,20,100,0,0,0,0,0,7957.8,1047.5,2878,4032.3,947.2,947.2,0,4761.6,0,normal
62748,2.63,13.41,111.98,21,2,19,0,100,0,0,0,0,7957.8,1046.9,2878.4,4032.5,947.2,947.2,0,4761.1,0,normal
57622,14.74,11.28,9.69,21,1,20,100,0,0,0,0,0,7957.8,1317.9,2728.3,3911.5,947.2,947.2,0,4927.1,0,normal
68242,3.11,3.31,3.52,21,1,20,100,0,0,0,0,0,7957.8,535.1,3360.5,4062.2,947.2,947.2,0,4279.7,0,normal
73781,2.38,2.72,3.23,21,1,20,91.7,8.3,0,0,0,0,7957.8,506.2,2932.8,4518.7,947.2,947.2,0,4696.6,0,normal
82440,2.38,2.95,2.85,21,1,20,100,0,0,0,0,0,7957.8,906.2,2594.9,4456.7,947.2,947.2,0,5053.3,0,normal
62485,3.65,28.24,147.3,21,1,20,100,0,0,0,0,0,7957.8,1051.3,2874.6,4031.8,947.2,947.2,0,4764.9,0,normal
71183,4.12,3.31,9.78,21,1,20,100,0,0,0,0,0,7957.8,915.5,2706,4336.2,947.2,947.2,0,4923.1,0,normal
448,3.4,2.54,2.6,21,1,20,100,0,0,0,0,0,7957.8,837.8,2654.9,4465.1,947.2,947.2,0,4993.3,0,normal
10104,3.61,3.08,2.9,21,2,19,66.7,33.3,0,0,0,0,7957.8,333.8,2831.2,4792.8,947.2,947.2,0,4817,0,normal
3603,2.95,3.54,3.37,21,2,19,100,0,0,0,0,0,7957.8,649.6,2750.4,4557.8,947.2,947.2,0,4897.8,0,normal
74981,1.91,2.77,2.98,21,2,19,100,0,0,0,0,0,7957.8,251.9,3008.6,4697.3,947.2,947.2,0,4620.8,0,normal
35100,2.91,3.05,3.09,21,1,20,100,0,0,0,0,0,7957.8,124.3,3192.8,4640.6,947.2,947,0.3,4449.1,0,normal
36964,4.66,3.71,4.51,21,1,20,0,100,0,0,0,0,7957.8,126.1,3603.8,4227.8,947.2,946.7,0.5,4038.1,0,normal
39758,3.11,6.39,9.07,21,1,20,90,0,0,0,0,10,7957.8,201.9,4116.1,3639.7,947.2,946.5,0.8,3525.8,0,normal
57531,3.66,7.61,8.41,21,2,19,100,0,0,0,0,0,7957.8,1329.1,2720.1,3908.5,947.2,947.2,0,4935.3,0,normal
67163,3.73,3.23,4.14,21,2,19,100,0,0,0,0,0,7957.8,543,3354.2,4060.5,947.2,947.2,0,4286,0,normal
75746,3.48,2.94,2.97,21,6,15,30,60,0,0,0,10,7957.8,122.1,3211.7,4624,947.2,947,0.3,4417.8,280,dos
35258,2.22,2.72,2.96,21,1,20,92.3,0,0,0,0,7.7,7957.8,119.9,3202.2,4635.7,947.2,947,0.3,4439.7,0,normal
63552,3.16,3.69,48.7,21,1,20,93.8,6.2,0,0,0,0,7957.8,723.8,3199.7,4034.2,947.2,947.2,0,4440.2,0,normal
74732,4.33,3.66,3.25,21,1,20,87.5,12.5,0,0,0,0,7957.8,254.7,3006.2,4696.9,947.2,947.2,0,4623.2,0,normal
69286,3.16,52.28,55.46,21,1,20,100,0,0,0,0,0,7957.8,1005.6,2619.3,4332.8,947.2,947.2,0,5009.8,0,normal
68663,2.8,2.94,3.25,21,1,20,100,0,0,0,0,0,7957.8,531.4,3363.3,4063.1,947.2,947.2,0,4276.9,0,normal
39009,3.89,6.29,6.76,21,1,20,93.8,6.2,0,0,0,0,7957.8,315.6,4038.3,3603.8,947.2,946.5,0.8,3603.5,0,normal
39033,104.94,29.25,14.3,21,4,17,3.6,0,0,96.4,0,0,7957.8,314,4039.2,3604.5,947.2,946.5,0.8,3602.6,0,normal
71636,2.31,2.63,6.93,21,1,20,88.9,0,0,0,0,11.1,7957.8,912.1,2708.7,4336.9,947.2,947.2,0,4920.3,0,normal
77530,4.34,3.48,2.16,21,3,18,100,0,0,0,0,0,7957.8,1151.9,2374.2,4431.6,947.2,947.2,0,5273.7,0,normal
80506,2.37,2.62,2.64,21,5,16,100,0,0,0,0,0,7957.8,990.1,2514.6,4453.1,947.2,947.2,0,5133.4,0,normal
71886,2.95,3.76,6.46,21,2,19,100,0,0,0,0,0,7957.8,893.8,2725.6,4338.4,947.2,947.2,0,4903.5,0,normal
63606,3.91,3.77,46.14,21,1,20,100,0,0,0,0,0,7957.8,725.4,3198,4034.3,947.2,947.2,0,4441.8,0,normal
6691,3.04,3.17,3.09,21,2,19,100,0,0,0,0,0,7957.8,667.8,2754,4535.9,947.2,947.2,0,4894.2,0,normal
70515,2.49,3.57,16.77,21,2,19,100,0,0,0,0,0,7957.8,985.6,2637,4335.2,947.2,947.2,0,4992.1,0,normal
64050,2.2,2.86,29.56,21,1,20,85.7,14.3,0,0,0,0,7957.8,721.4,3201.3,4035,947.2,947.2,0,4438.6,0,normal
39163,14.18,19.78,12.74,21,1,20,100,0,0,0,0,0,7957.8,302.4,4044.4,3610.9,947.2,946.5,0.8,3597.4,79,normal
30449,3.2,3.97,3.47,21,1,20,100,0,0,0,0,0,7957.8,605.6,2532.4,4819.8,947.2,947.2,0,5109.5,0,normal
84979,2.48,2.87,2.93,21,1,20,3.6,0,0,96.4,0,0,7957.8,846.3,2649.5,4462,947.2,947.2,0,4998.7,0,normal
4277,3.26,3.5,3.39,21,1,20,100,0,0,0,0,0,7957.8,648.7,2750,4559,947.2,947.2,0,4898.1,0,normal
65171,3.38,3.3,11.05,21,1,20,100,0,0,0,0,0,7957.8,577.9,3343.2,4036.7,947.2,947.2,0,4297,0,normal
35462,2.98,2.92,3,21,1,20,86.7,13.3,0,0,0,0,7957.8,125.7,3210.4,4621.7,947.2,947,0.3,4431.5,10,normal
6828,3.06,3.18,3.11,21,1,20,100,0,0,0,0,0,7957.8,667.7,2753.9,4536.2,947.2,947.2,0,4894.2,0,normal
1028,3.84,3.45,3,21,1,20,100,0,0,0,0,0,7957.8,836.6,2655.1,4466,947.2,947.2,0,4993.1,0,normal
35958,8.97,10.79,6.6,21,1,20,40,0,0,40,0,20,7957.8,420.3,3433.1,4104.4,947.2,946.7,0.5,4208.8,10,normal
81502,2.08,2.32,2.56,21,2,19,8.6,0,0,91.4,0,0,7957.8,907.7,2595.1,4455,947.2,947.2,0,5053,0,normal
68523,2.68,2.89,3.28,21,1,20,100,0,0,0,0,0,7957.8,532.1,3362.7,4062.9,947.2,947.2,0,4277.5,0,normal
9577,2.5,2.49,2.72,21,1,20,100,0,0,0,0,0,7957.8,336.6,2829.2,4792,947.2,947.2,0,4819,0,normal
356,2.57,2.24,2.52,21,1,20,100,0,0,0,0,0,7957.8,837.9,2654.9,4465,947.2,947.2,0,4993.2,0,normal
83394,3.13,3.14,2.95,21,2,19,50,50,0,0,0,0,7957.8,844.4,2654.4,4458.9,947.2,947.2,0,4993.7,0,normal
32160,3.73,3.37,3.29,21,1,20,66.7,33.3,0,0,0,0,7957.8,149.2,3073.4,4735.1,947.2,947,0.3,4568.5,0,normal
3977,2.85,3.07,3.22,21,1,20,92.3,7.7,0,0,0,0,7957.8,649,2750.2,4558.5,947.2,947.2,0,4897.9,0,normal
8539,2.95,3.18,3.09,21,1,20,91.7,8.3,0,0,0,0,7957.8,337,2830.4,4790.3,947.2,947.2,0,4817.7,0,normal
70165,3.3,5.38,23.18,21,2,19,90.9,9.1,0,0,0,0,7957.8,997.6,2625.6,4334.5,947.2,947.2,0,5003.4,0,normal
54393,2.23,14.11,29.74,21,4,17,100,0,0,0,0,0,7957.8,1077.5,2934.7,3945.6,947.2,946.7,0.5,4711.7,0,normal
30,2.24,2.5,2.72,21,2,19,100,0,0,0,0,0,7957.8,838.3,2654.9,4464.5,947.2,947.2,0,4993.2,0,normal
136,1.85,2.36,2.65,21,2,19,50,50,0,0,0,0,7957.8,839.2,2653.9,4464.7,947.2,947.2,0,4994.3,0,normal
3993,2.96,3.08,3.22,21,1,20,92.3,7.7,0,0,0,0,7957.8,649.3,2749.9,4558.5,947.2,947.2,0,4898.2,0,normal
700,3.02,2.73,2.66,21,1,20,100,0,0,0,0,0,7957.8,837.1,2655.2,4465.5,947.2,947.2,0,4993,0,normal
37458,3.85,7.43,6.27,21,1,20,100,0,0,0,0,0,7957.8,792.9,3871,3293.9,947.2,946.5,0.8,3770.9,0,normal
1971,3.45,3.19,3.03,21,1,20,92.9,7.1,0,0,0,0,7957.8,833.3,2656.4,4468.1,947.2,947.2,0,4991.8,0,normal
40335,8.58,6.76,7.85,21,1,20,92.9,7.1,0,0,0,0,7957.8,157.8,4135.7,3664.2,947.2,946.5,0.8,3506.2,0,normal
31686,2.33,2.99,3.25,21,1,20,66.7,33.3,0,0,0,0,7957.8,121.9,3048.7,4787.2,947.2,947,0.3,4593.2,0,normal
62479,3.71,28.66,148.08,21,1,20,100,0,0,0,0,0,7957.8,1052.1,2873.9,4031.8,947.2,947.2,0,4765.6,0,normal
35511,2.28,2.75,2.94,21,1,20,80,20,0,0,0,0,7957.8,121.6,3212.4,4623.7,947.2,947,0.3,4429.4,30,normal
1209,3.4,3.36,3.05,21,1,20,100,0,0,0,0,0,7957.8,835.8,2655.3,4466.6,947.2,947.2,0,4992.8,0,normal
65474,3.64,3.33,8.91,21,1,20,100,0,0,0,0,0,7957.8,574.4,3346.3,4037.1,947.2,947.2,0,4293.9,0,normal
63916,2.88,3.21,33.84,21,1,20,100,0,0,0,0,0,7957.8,722.1,3200.8,4034.8,947.2,947.2,0,4439,0,normal
83838,3.64,3.49,3.17,21,1,20,100,0,0,0,0,0,7957.8,846.4,2651.3,4460,947.2,947.2,0,4996.8,0,normal
54451,2.2,12.08,28.14,21,1,20,100,0,0,0,0,0,7957.8,1069.8,2940.4,3947.5,947.2,946.7,0.5,4705.9,10,normal
9392,2.55,2.71,2.85,21,1,20,100,0,0,0,0,0,7957.8,335.1,2830.9,4791.7,947.2,947.2,0,4817.2,0,normal
33729,2.86,3.06,3.19,21,1,20,90.9,9.1,0,0,0,0,7957.8,123.2,3132.9,4701.7,947.2,947,0.3,4509,0,normal
79056,2.27,2.53,2.51,21,2,19,77.8,22.2,0,0,0,0,7957.8,1072.1,2450.8,4434.9,947.2,947.2,0,5197.1,0,normal
74363,2.22,2.57,2.93,21,1,20,100,0,0,0,0,0,7957.8,501.2,2936.9,4519.6,947.2,947.2,0,4692.5,0,normal
83922,2.42,3.19,3.1,21,2,19,50,50,0,0,0,0,7957.8,846.4,2651.1,4460.2,947.2,947.2,0,4997,0,normal
7428,2.32,2.68,2.91,21,1,20,91.7,8.3,0,0,0,0,7957.8,533.2,2762.7,4661.9,947.2,947.2,0,4885.5,0,normal
80859,2.65,2.69,2.69,21,1,20,100,0,0,0,0,0,7957.8,910.8,2593.3,4453.6,947.2,947.2,0,5054.7,0,normal
74103,2.66,2.63,3.04,21,1,20,100,0,0,0,0,0,7957.8,503.3,2935.3,4519.2,947.2,947.2,0,4694.1,0,normal
68829,544,230.03,88.88,20,1,19,0,0,0,100,0,0,7957.8,1771.2,1859.8,4326.7,947.2,947.2,0,5774.3,0,normal
71152,2.95,3.02,9.9,21,1,20,100,0,0,0,0,0,7957.8,915.1,2706.5,4336.2,947.2,947.2,0,4922.6,0,normal
70222,3.16,4.96,21.92,21,1,20,100,0,0,0,0,0,7957.8,992.5,2630.5,4334.7,947.2,947.2,0,4998.5,0,normal
85157,2.99,2.95,2.95,21,1,20,100,0,0,0,0,0,7957.8,845.4,2650.2,4462.2,947.2,947.2,0,4998,0,normal
54218,2.92,23.55,35.44,21,1,20,100,0,0,0,0,0,7957.8,1105.7,2913.7,3938.4,947.2,946.7,0.5,4732.6,0,normal
80915,3.09,2.83,2.74,21,1,20,100,0,0,0,0,0,7957.8,911.9,2592.1,4453.7,947.2,947.2,0,5055.9,0,normal
57258,3.97,12.35,9.71,21,10,11,100,0,0,0,0,0,7957.8,1412.1,2646.9,3898.8,947.2,947.2,0,5008.3,10,normal
39755,3.11,6.39,9.07,21,1,20,13.3,3.3,0,83.3,0,0,7957.8,202.9,4115.1,3639.7,947.2,946.5,0.8,3526.7,0,normal
69503,2.99,26.48,44.33,21,1,20,100,0,0,0,0,0,7957.8,1000.3,2624.3,4333.2,947.2,947.2,0,5004.8,0,normal
75715,2.68,2.74,2.91,21,1,20,100,0,0,0,0,0,7957.8,247.9,3011.2,4698.6,947.2,947.2,0,4618.2,0,normal
77964,3.16,3.42,2.63,21,2,19,100,0,0,0,0,0,7957.8,1147.9,2377.2,4432.7,947.2,947.2,0,5270.7,0,normal
29929,4.99,6.56,3.49,21,1,20,81.8,9.1,0,0,0,9.1,7957.8,919.1,2359.8,4678.8,947.2,947.2,0,5282,0,normal
65526,2.85,3.17,8.53,21,1,20,100,0,0,0,0,0,7957.8,574.8,3345.7,4037.2,947.2,947.2,0,4294.5,0,normal
70864,3.42,3.4,12.52,21,1,20,86.7,6.7,0,0,0,6.7,7957.8,911.6,2710.4,4335.7,947.2,947.2,0,4918.6,0,normal
75316,2.8,3.06,3.05,21,2,19,100,0,0,0,0,0,7957.8,250,3010,4697.8,947.2,947.2,0,4619.4,0,normal
65238,3.94,3.46,10.58,21,1,20,100,0,0,0,0,0,7957.8,576.3,3344.7,4036.8,947.2,947.2,0,4295.5,0,normal
82668,2.35,2.76,2.81,21,3,18,100,0,0,0,0,0,7957.8,902.9,2597.2,4457.6,947.2,947.2,0,5050.9,0,normal
5187,3.66,3.24,3.23,21,2,19,100,0,0,0,0,0,7957.8,642.1,2753.9,4561.8,947.2,947.2,0,4894.3,0,normal
66656,3.27,3.33,4.87,21,2,19,100,0,0,0,0,0,7957.8,571,3347.4,4039.3,947.2,947.2,0,4292.8,0,normal
4297,3.19,3.47,3.38,21,1,20,100,0,0,0,0,0,7957.8,648.2,2750.5,4559,947.2,947.2,0,4897.6,0,normal
